simplified,vietnamese,pinyin,english,hsk_level
年度,,nián dù,"year (e.g. school year, fiscal year); annual",5
年级,,nián jí,"grade; year (in school, college etc)",5
年纪,,nián jì,age,5
年龄,,nián líng,(a person's) age,5
年前,,nián qián,by the end of the year; at the end of the year; shortly before New Year,5
年轻,,nián qīng,young,5
念,,niàn,"variant of 念, to read aloud",5
鸟,,diǎo,variant of 屌; penis,5
您,,nín,"you (courteous, as opposed to informal 你)",5
宁静,,níng jìng,tranquil; tranquility; serenity,5
牛,,Niú,surname Niu,5
牛奶,,niú nǎi,cow's milk,5
牛仔裤,,niú zǎi kù,jeans,5
农产品,,nóng chǎn pǐn,agricultural produce,5
农村,,nóng cūn,rural area; village,5
农民,,nóng mín,peasant; farmer,5
农业,,nóng yè,agriculture; farming,5
浓,,nóng,concentrated; dense; strong (smell etc),5
弄,,lòng,lane; alley,5
努力,,nǔ lì,to make an effort; to try hard; to strive; hard-working; conscientious,5
女,,nu:3,female; woman; daughter,5
女儿,,nu:3 ér,daughter,5
女孩儿,,nu:3 hái r,erhua variant of 孩,5
女朋友,,nu:3 péng you,girlfriend,5
女人,,nu:3 rén,woman,5
女生,,nu:3 shēng,schoolgirl; female student; girl,5
女士,,nu:3 shì,lady; madam; Miss; Ms,5
女性,,nu:3 xìng,woman; the female sex,5
女子,,nu:3 zǐ,woman; female,5
暖,,nuǎn,old variant of 暖,5
暖和,,nuǎn huo,warm; nice and warm,5
暖气,,nuǎn qì,central heating; heater; warm air,5
偶尔,,ǒu ěr,occasionally; once in a while; sometimes,5
偶然,,ǒu rán,incidentally; occasional; occasionally; by chance; randomly,5
偶像,,ǒu xiàng,idol,5
爬,,pá,to crawl; to climb; to get up or sit up,5
爬山,,pá shān,to climb a mountain; to mountaineer; hiking; mountaineering,5
怕,,Pà,surname Pa,5
拍,,pāi,to pat; to clap; to slap; to swat; to take (a photo); to shoot (a film); racket (sports); beat (music),5
拍摄,,pāi shè,to take (a picture); to shoot (a film),5
拍照,,pāi zhào,to take a picture,5
排,,pái,"a row; a line; to set in order; to arrange; to line up; to eliminate; to drain; to push open; platoon; raft; classifier for lines, rows etc",5
排除,,pái chú,to eliminate; to remove; to exclude; to rule out,5
排队,,pái duì,to line up,5
排列,,pái liè,to arrange in order; (math.) permutation,5
排名,,pái míng,"to rank (1st, 2nd etc); ranking",5
排球,,pái qiú,volleyball,5
牌,,pái,mahjong tile; playing card; game pieces; signboard; plate; tablet; medal,5
牌子,,pái zi,sign; trademark; brand,5
派,,pài,clique; school; group; faction; to dispatch; to send; to assign; to appoint; pi (Greek letter Ππ); the circular ratio pi = 3.1415926; (loanword) pie,5
盘,,pán,"plate; dish; tray; board; hard drive (computing); to build; to coil; to check; to examine; to transfer (property); to make over; classifier for food: dish, helping; to coil; classifier for coils of wire; classifier for games of chess",5
盘子,,pán zi,tray; plate; dish,5
判断,,pàn duàn,to judge; to determine; judgment,5
旁,,páng,"one side; other; different; lateral component of a Chinese character (such as 刂, 亻 etc)",5
旁边,,páng biān,side; adjacent place,5
胖,,pán,healthy; at ease,5
胖子,,pàng zi,fat person; fatty,5
跑,,páo,(of an animal) to paw (the ground),5
跑步,,pǎo bù,to run; to jog; (military) to march at the double,5
陪,,péi,to accompany; to keep sb company; to assist; old variant of 赔,5
培训,,péi xùn,to cultivate; to train; to groom; training,5
培训班,,péi xùn bān,training class,5
培养,,péi yǎng,to cultivate; to breed; to foster; to nurture; to educate; to groom (for a position); education; fostering; culture (biology),5
培育,,péi yù,to train; to breed,5
赔,,péi,to compensate for loss; to indemnify; to suffer a financial loss,5
赔偿,,péi cháng,to compensate,5
配,,pèi,to join; to fit; to mate; to mix; to match; to deserve; to make up (a prescription); to allocate,5
配备,,pèi bèi,to allocate; to provide; to outfit with,5
配合,,pèi hé,matching; fitting in with; compatible with; to correspond; to fit; to conform to; rapport; to coordinate with; to act in concert with; to cooperate; to become man and wife; to combine parts of machine,5
配套,,pèi tào,to form a complete set; compatible; matching; complementary,5
喷,,pēn,to puff; to spout; to spray; to spurt,5
盆,,pén,"basin; flower pot; unit of volume equal to 12 斗 and 8 升, approx 128 liters",5
朋友,,péng you,friend,5
碰,,pèng,variant of 碰,5
碰到,,pèng dào,to come across; to run into; to meet; to hit,5
碰见,,pèng jiàn,to run into; to meet (unexpectedly); to bump into,5
批,,pī,"to ascertain; to act on; to criticize; to pass on; classifier for batches, lots, military flights; tier (for the ranking of universities and colleges)",5
批评,,pī píng,to criticize; criticism,5
批准,,pī zhǔn,to approve; to ratify,5
披,,pī,to drape over one's shoulders; to open; to unroll; to split open; to spread out,5
皮,,Pí,surname Pi,5
皮包,,pí bāo,handbag; briefcase,5
皮肤,,pí fū,skin,5
皮鞋,,pí xié,leather shoes,5
啤酒,,pí jiǔ,beer (loanword),5
脾气,,pí qi,character; temperament; disposition; bad temper,5
匹,,pī,mate; one of a pair,5
篇,,piān,"sheet; piece of writing; bound set of bamboo slips used for record keeping (old); classifier for written items: chapter, article",5
片,,piān,disk; sheet,5
片面,,piàn miàn,unilateral; one-sided,5
骗,,piàn,to cheat; to swindle; to deceive; to get on (a horse etc) by swinging one leg over,5
骗子,,piàn zi,swindler; a cheat,5
票,,piào,"ticket; ballot; banknote; person held for ransom; amateur performance of Chinese opera; classifier for groups, batches, business transactions",5
票价,,piào jià,ticket price; fare; admission fee,5
漂亮,,piào liang,pretty; beautiful,5
拼,,pīn,to piece together; to join together; to stake all; adventurous; at the risk of one's life; to spell,5
频道,,pín dào,frequency; (television) channel,5
频繁,,pín fán,frequently; often,5
品,,pǐn,(bound form) article; commodity; product; goods; (bound form) grade; rank; kind; type; variety; character; disposition; nature; temperament; to taste sth; to sample; to criticize; to comment; to judge; to size up; fret (on a guitar or lute),5
品质,,pǐn zhì,"character; intrinsic quality (of a person); quality (of a product or service, or as in ""quality of life"", ""air quality"" etc)",5
品种,,pǐn zhǒng,breed; variety,5
平,,Píng,surname Ping,5
平安,,píng ān,safe and sound; well; without mishap; quiet and safe; at peace,5
平常,,píng cháng,ordinary; common; usually; ordinarily,5
平等,,píng děng,equal; equality,5
平方,,píng fāng,"square (as in square foot, square mile, square root)",5
平静,,píng jìng,tranquil; undisturbed; serene,5
平均,,píng jūn,average; on average; evenly; in equal proportions,5
平时,,píng shí,ordinarily; in normal times; in peacetime,5
平坦,,píng tǎn,level; even; smooth; flat,5
平稳,,píng wěn,smooth; steady,5
平原,,píng yuán,field; plain,5
评估,,píng gū,to evaluate; to assess; assessment; evaluation,5
评价,,píng jià,to evaluate; to assess,5
评论,,píng lùn,to comment on; to discuss; comment; commentary,5
凭,,píng,variant of 凭,5
苹果,,píng guǒ,apple,5
瓶,,píng,bottle; vase; pitcher; classifier for wine and liquids,5
瓶子,,píng zi,bottle,5
迫切,,pò qiè,urgent; pressing,5
破,,pò,"broken; damaged; worn out; lousy; rotten; to break, split or cleave; to get rid of; to destroy; to break with; to defeat; to capture (a city etc); to expose the truth of",5
破产,,pò chǎn,to go bankrupt; to become impoverished; bankruptcy,5
破坏,,pò huài,destruction; damage; to wreck; to break; to destroy,5
泼,,pō,to splash; to spill; rough and coarse; brutish,5
葡萄,,pú tao,grape,5
葡萄酒,,pú tao jiǔ,(grape) wine,5
普遍,,pǔ biàn,universal; general; widespread; common,5
普及,,pǔ jí,to spread extensively; to generalize; widespread; popular; universal; ubiquitous; pervasive,5
普通,,pǔ tōng,common; ordinary; general; average,5
普通话,,pǔ tōng huà,Mandarin (common language); Putonghua (common speech of the Chinese language); ordinary speech,5
七,,qī,seven; 7,5
妻子,,qī zǐ,wife and children,5
期,,qī,variant of 期; period; cycle,5
期待,,qī dài,to look forward to; to await; expectation,5
期间,,qī jiān,period of time; time; time period; period,5
期末,,qī mò,end of term,5
期望,,qī wàng,to have expectations; to earnestly hope; expectation; hope,5
期限,,qī xiàn,time limit; deadline; allotted time,5
期中,,qī zhōng,interim; midterm,5
齐,,Qí,(name of states and dynasties at several different periods); surname Qi,5
齐全,,qí quán,complete; comprehensive,5
其,,qí,his; her; its; their; that; such; it (refers to sth preceding it),5
其次,,qí cì,next; secondly,5
其实,,qí shí,actually; in fact; really,5
其他,,qí tā,other; (sth or sb) else; the rest,5
其余,,qí yú,the rest; the others; remaining; remainder; apart from them,5
其中,,qí zhōng,among; in; included among these,5
奇怪,,qí guài,strange; odd; to marvel; to be baffled,5
骑,,jì,(Tw) saddle horse; mounted soldier,5
骑车,,qí chē,to ride a bike (motorbike or bicycle),5
企业,,qǐ yè,company; firm; enterprise; corporation,5
启动,,qǐ dòng,to start (a machine); (fig.) to set in motion; to launch (an operation); to activate (a plan),5
启发,,qǐ fā,to enlighten; to explain (a text etc); to stimulate (a mental attitude); enlightenment; revelation; motivation,5
启事,,qǐ shì,"announcement (written, on billboard, letter, newspaper or website); to post information; a notice",5
起,,qǐ,"to rise; to raise; to get up; to set out; to start; to appear; to launch; to initiate (action); to draft; to establish; to get (from a depot or counter); verb suffix, to start; starting from (a time, place, price etc); classifier for occurrences or unpredictable events: case, instance; classifier for groups: batch, group",5
起床,,qǐ chuáng,to get out of bed; to get up,5
起到,,qǐ dào,(in an expression of the form 起到…用) to have (a (motivating etc) effect); to play (a (stabilizing etc) role),5
起飞,,qǐ fēi,(of an aircraft) to take off,5
起来,,qǐ lai,to stand up; to get up; also pr. [qǐ lái],5
起码,,qǐ mǎ,at the minimum; at the very least,5
气,,qì,gas; air; smell; weather; to make angry; to annoy; to get angry; vital energy; qi,5
气候,,qì hòu,(meteorology) climate; (fig.) climate; prevailing conditions (in human affairs),5
气球,,qì qiú,balloon,5
气体,,qì tǐ,gas (i.e. gaseous substance),5
气温,,qì wēn,air temperature,5
气象,,qì xiàng,meteorological feature; meteorology; atmosphere; ambience; scene,5
汽车,,qì chē,car; automobile; bus,5
汽水,,qì shuǐ,soda pop; carbonated soft drink,5
汽油,,qì yóu,gasoline,5
器官,,qì guān,(physiology) organ; apparatus,5
千,,qiān,thousand,5
千克,,qiān kè,kilogram,5
千万,,qiān wàn,ten million; countless; many; one must by all means,5
签,,qiān,to sign one's name; to write brief comments on a document; inscribed bamboo stick (variant of 签); visa,5
签订,,qiān dìng,to agree to and sign (a treaty etc),5
签名,,qiān míng,to sign (one's name with a pen etc); to autograph; signature,5
签约,,qiān yuē,to sign a contract or agreement,5
签证,,qiān zhèng,visa; to issue a visa,5
签字,,qiān zì,to sign (one's name); signature,5
前,,qián,front; forward; ahead; first; top (followed by a number); future; ago; before; BC (e.g. 前293年); former; formerly,5
前边,,qián bian,front; the front side; in front of,5
前后,,qián hòu,around; from beginning to end; all around; front and rear,5
前进,,qián jìn,to go forward; to forge ahead; to advance; onward,5
前景,,qián jǐng,foreground; vista; (future) prospects; perspective,5
前面,,qián miàn,ahead; in front; preceding; above; also pr. [qián mian],5
前年,,qián nián,the year before last,5
前提,,qián tí,premise; precondition; prerequisite,5
前天,,qián tiān,the day before yesterday,5
前头,,qián tou,in front; at the head; ahead; above,5
前途,,qián tú,prospects; future outlook; journey,5
前往,,qián wǎng,to leave for; to proceed towards; to go to,5
钱,,Qián,surname Qian,5
钱包,,qián bāo,purse; wallet,5
浅,,jiān,sound of moving water,5
欠,,qiàn,to owe; to lack; (literary) to be deficient in; (bound form) yawn; to raise slightly (a part of one's body),5
枪,,Qiāng,surname Qiang,5
强,,Qiáng,surname Qiang,5
强大,,qiáng dà,large; formidable; powerful; strong,5
强调,,qiáng diào,to emphasize (a statement); to stress,5
强度,,qiáng dù,strength; intensity,5
强烈,,qiáng liè,strong; intense,5
强迫,,qiǎng pò,to compel; to force,5
墙,,qiáng,"variant of 墙, wall",5
墙壁,,qiáng bì,wall,5
抢,,qiāng,(literary) to knock against (esp. to knock one's head on the ground in grief or rage); opposite in direction; contrary,5
抢救,,qiǎng jiù,to rescue,5
悄悄,,qiāo qiāo,quiet; making little or no noise; surreptitious; stealthy; anxious; worried; Taiwan pr. [qiǎo qiǎo],5
敲,,qiāo,to hit; to strike; to tap; to rap; to knock; to rip sb off; to overcharge,5
敲门,,qiāo mén,to knock on a door,5
桥,,qiáo,bridge,5
瞧,,qiáo,to look at; to see; to see (a doctor); to visit,5
巧,,qiǎo,opportunely; coincidentally; as it happens; skillful; timely,5
巧克力,,qiǎo kè lì,chocolate (loanword),5
切,,qiē,to cut; to slice; to carve; (math) tangential,5
亲,,qīn,parent; one's own (flesh and blood); relative; related; marriage; bride; close; intimate; in person; first-hand; in favor of; pro-; to kiss; (Internet slang) dear,5
亲爱,,qīn ài,dear; beloved; darling,5
亲密,,qīn mì,intimate; close,5
亲切,,qīn qiè,amiable; cordial; close and dear; familiar,5
亲人,,qīn rén,one's close relatives,5
亲自,,qīn zì,personally; in person; oneself,5
琴,,qín,guqin 琴 (a type of zither); musical instrument in general,5
勤奋,,qín fèn,hardworking; diligent,5
青,,Qīng,"abbr. for 海, Qinghai Province",5
青春,,qīng chūn,youth; youthfulness,5
青年,,qīng nián,youth; youthful years; young person; the young,5
青少年,,qīng shào nián,adolescent; youth; teenager,5
轻,,qīng,light; easy; gentle; soft; reckless; unimportant; frivolous; small in number; unstressed; neutral; to disparage,5
轻松,,qīng sōng,light; gentle; relaxed; effortless; uncomplicated; to relax; to take things less seriously,5
轻易,,qīng yì,easily; lightly; rashly,5
清晨,,qīng chén,early morning,5
清楚,,qīng chu,clear; distinct; to understand thoroughly; to be clear about,5
清理,,qīng lǐ,to clear up; to tidy up; to dispose of,5
清醒,,qīng xǐng,clear-headed; sober; awake,5
情感,,qíng gǎn,feeling; emotion; to move (emotionally),5
情节,,qíng jié,circumstances; plot; storyline,5
情景,,qíng jǐng,scene; spectacle; circumstances; situation,5
情况,,qíng kuàng,circumstances; state of affairs; situation,5
情形,,qíng xing,circumstances; situation,5
晴,,qíng,clear; fine (weather),5
晴朗,,qíng lǎng,sunny and cloudless,5
晴天,,qíng tiān,clear sky; sunny day,5
请,,qǐng,to ask; to invite; please (do sth); to treat (to a meal etc); to request,5
请假,,qǐng jià,to request leave of absence,5
请教,,qǐng jiào,to ask for guidance; to consult,5
请进,,qǐng jìn,"""please come in""",5
请客,,qǐng kè,to give a dinner party; to entertain guests; to invite to dinner,5
请求,,qǐng qiú,to request; to ask; request,5
请问,,qǐng wèn,"Excuse me, may I ask...?",5
请坐,,qǐng zuò,"please, have a seat",5
庆祝,,qìng zhù,to celebrate,5
穷,,qióng,poor; destitute; to use up; to exhaust; thoroughly; extremely; (coll.) persistently and pointlessly,5
穷人,,qióng rén,poor people; the poor,5
秋季,,qiū jì,autumn; fall,5
秋天,,qiū tiān,autumn,5
求,,qiú,to seek; to look for; to request; to demand; to beseech,5
球,,qiú,ball; sphere; globe; ball game; match,5
球场,,qiú chǎng,stadium; sports ground; court; pitch; field; golf course,5
球队,,qiú duì,"sports team (basketball, soccer, football etc)",5
球迷,,qiú mí,fan (ball sports),5
球鞋,,qiú xié,athletic shoes,5
区,,Oū,surname Ou,5
区别,,qū bié,difference; to distinguish; to discriminate; to make a distinction,5
区域,,qū yù,area; region; district,5
趋势,,qū shì,trend; tendency,5
取,,qǔ,to take; to get; to choose; to fetch,5
取得,,qǔ dé,to acquire; to get; to obtain,5
取消,,qǔ xiāo,to cancel; cancellation,5
去,,qù,to go; to go to (a place); (of a time etc) last; just passed; to send; to remove; to get rid of; to reduce; to be apart from in space or time; to die (euphemism); to play (a part); (when used either before or after a verb) to go in order to do sth; (after a verb of motion indicates movement away from the speaker); (used after certain verbs to indicate detachment or separation),5
去年,,qù nián,last year,5
去世,,qù shì,to pass away; to die,5
圈,,juān,to confine; to lock up; to pen in,5
全,,Quán,surname Quan,5
全部,,quán bù,whole; all,5
全场,,quán chǎng,everyone present; the whole audience; across-the-board; unanimously; whole duration (of a competition or match),5
全都,,quán dōu,all; without exception,5
全国,,quán guó,whole nation; nationwide; countrywide; national,5
全家,,quán jiā,whole family,5
全面,,quán miàn,all-around; comprehensive; total; overall,5
全年,,quán nián,the whole year; all year long,5
全球,,quán qiú,entire; total; global; the (whole) world; worldwide,5
全身,,quán shēn,the whole body; (typography) em,5
全世界,,quán shì jiè,worldwide; entire world,5
全体,,quán tǐ,all; entire,5
权利,,quán lì,right (i.e. an entitlement to sth); (classical) power and wealth,5
泉,,quán,spring (small stream); mouth of a spring; coin (archaic),5
劝,,quàn,to advise; to urge; to try to persuade; to exhort; to console; to soothe,5
缺,,quē,deficiency; lack; scarce; vacant post; to run short of,5
缺点,,quē diǎn,weak point; fault; shortcoming; disadvantage,5
缺乏,,quē fá,to lack; to be short of,5
缺少,,quē shǎo,lack; shortage of; shortfall; to be short (of); to lack,5
却,,què,old variant of 却,5
确保,,què bǎo,to ensure; to guarantee,5
确定,,què dìng,definite; certain; fixed; to fix (on sth); to determine; to be sure; to ensure; to make certain; to ascertain; to clinch; to recognize; to confirm; OK (on computer dialog box),5
确立,,què lì,to establish; to institute,5
确认,,què rèn,to confirm; to verify; confirmation,5
确实,,què shí,indeed; really; reliable; real; true,5
裙子,,qún zi,skirt,5
群,,qún,variant of 群,5
群体,,qún tǐ,community; colony,5
群众,,qún zhòng,mass; multitude; the masses,5
然而,,rán ér,however; yet; but,5
然后,,rán hòu,then; after that; afterwards,5
燃料,,rán liào,fuel,5
燃烧,,rán shāo,to ignite; to combust; to burn; combustion; flaming,5
染,,rǎn,to dye; to catch (a disease); to acquire (bad habits etc); to contaminate; to add color washes to a painting,5
让,,ràng,"to yield; to permit; to let sb do sth; to have sb do sth; to make sb (feel sad etc); by (indicates the agent in a passive clause, like 被)",5
绕,,rào,to wind; to coil (thread); to rotate around; to spiral; to move around; to go round (an obstacle); to by-pass; to make a detour; to confuse; to perplex,5
热,,rè,to warm up; to heat up; hot (of weather); heat; fervent,5
热爱,,rè ài,to love ardently; to adore,5
热量,,rè liàng,heat; quantity of heat; calorific value,5
热烈,,rè liè,enthusiastic; ardent; warm,5
热门,,rè mén,popular; hot; in vogue,5
热闹,,rè nao,bustling with noise and excitement; lively,5
热情,,rè qíng,cordial; enthusiastic; passion; passionate; passionately,5
热心,,rè xīn,enthusiastic; ardent; zealous,5
人,,rén,person; people,5
人才,,rén cái,talent; talented person; looks; attractive looks,5
人工,,rén gōng,artificial; manpower; manual work,5
人家,,rén jiā,household; dwelling; family; sb else's house; household business; house of woman's husband-to-be,5
人间,,rén jiān,the human world; the earth,5
人口,,rén kǒu,population; people,5
人类,,rén lèi,humanity; human race; mankind,5
人力,,rén lì,manpower; labor power,5
人们,,rén men,people,5
人民,,rén mín,the people,5
人民币,,rén mín bì,Renminbi (RMB); Chinese Yuan (CNY),5
人群,,rén qún,crowd,5
人生,,rén shēng,life (one's time on earth),5
人士,,rén shì,person; figure; public figure,5
人数,,rén shù,number of people,5
人物,,rén wù,"person; personage; figure (esp. sb of importance); character (in a play, novel etc); figure painting (as a genre of traditional Chinese painting)",5
人员,,rén yuán,staff; crew; personnel,5
忍,,rěn,to bear; to endure; to tolerate; to restrain oneself,5
忍不住,,rěn bu zhù,cannot help; unable to bear,5
忍受,,rěn shòu,to bear; to endure,5
认,,rèn,to recognize; to know; to admit,5
认出,,rèn chū,recognition; to recognize,5
认得,,rèn de,to recognize; to remember sth (or sb) on seeing it; to know,5
认定,,rèn dìng,to maintain (that sth is true); to determine (a fact); determination (of an amount); of the firm opinion; to believe firmly; to set one's mind on; to identify with,5
认可,,rèn kě,to approve; approval; acknowledgment; OK,5
认识,,rèn shi,to know; to recognize; to be familiar with; to get acquainted with sb; knowledge; understanding; awareness; cognition,5
认为,,rèn wéi,to believe; to think; to consider; to feel,5
认真,,rèn zhēn,conscientious; earnest; serious; to take seriously; to take to heart,5
任,,Rén,surname Ren; Ren County 任县 in Hebei,5
任何,,rèn hé,any; whatever; whichever; whatsoever,5
任务,,rèn wu,mission; assignment; task; duty; role,5
扔,,rēng,to throw; to throw away,5
仍,,réng,still; yet; to remain; (literary) frequently; often,5
仍旧,,réng jiù,still (remaining); to remain (the same); yet,5
仍然,,réng rán,still; as before; yet,5
日,,Rì,"abbr. for 本, Japan",5
日报,,rì bào,daily newspaper,5
日常,,rì cháng,day-to-day; daily; everyday,5
日记,,rì jì,diary,5
日历,,rì lì,calendar,5
日期,,rì qī,date,5
日子,,rì zi,day; a (calendar) date; days of one's life,5
容易,,róng yì,easy; straightforward; likely; liable to; apt to,5
肉,,ròu,meat; flesh; pulp (of a fruit); (coll.) (of a fruit) squashy; (of a person) flabby; irresolute; Kangxi radical 130,5
如此,,rú cǐ,like this; so; such,5
如果,,rú guǒ,if; in case; in the event that,5
如何,,rú hé,how; what way; what,5
如今,,rú jīn,nowadays; now,5
如同,,rú tóng,like; as,5
如下,,rú xià,as follows,5
入口,,rù kǒu,entrance; to import,5
入门,,rù mén,entrance door; to enter a door; introduction (to a subject); to learn the basics of a subject,5
软,,ruǎn,soft; flexible,5
软件,,ruǎn jiàn,(computer) software,5
弱,,ruò,weak; feeble; young; inferior; not as good as; (following a decimal or fraction) slightly less than,5
洒,,sǎ,to sprinkle; to spray; to spill; to shed,5
三,,Sān,surname San,5
伞,,sǎn,umbrella; parasol,5
散,,sàn,variant of 散,5
散步,,sàn bù,to take a walk; to go for a walk,5
散文,,sǎn wén,prose; essay,5
扫,,sǎo,to sweep,5
色,,sè,color; look; appearance; sex,5
色彩,,sè cǎi,tint; coloring; coloration; (fig.) flavor; character,5
杀,,shā,to kill; to murder; to attack; to weaken or reduce; to smart (dialect); (used after a verb) extremely,5
杀毒,,shā dú,to disinfect; (computing) to destroy a computer virus,5
沙发,,shā fā,sofa (loanword); (Internet slang) the first reply or replier to a forum post,5
沙漠,,shā mò,desert,5
沙子,,shā zi,sand; grit,5
傻,,shǎ,foolish,5
晒,,shài,variant of 晒,5
山,,Shān,surname Shan,5
山区,,shān qū,mountain area,5
闪,,Shǎn,surname Shan,5
闪电,,shǎn diàn,lightning,5
扇,,shān,to fan; to slap sb on the face,5
扇子,,shàn zi,fan,5
善良,,shàn liáng,good and honest; kindhearted,5
善于,,shàn yú,to be good at; to be adept at,5
伤,,shāng,to injure; injury; wound,5
伤害,,shāng hài,to injure; to harm,5
伤心,,shāng xīn,to grieve; to be broken-hearted; to feel deeply hurt,5
商标,,shāng biāo,trademark; logo,5
商场,,shāng chǎng,shopping mall; shopping center; department store; emporium; the business world,5
商店,,shāng diàn,store; shop,5
商量,,shāng liang,to consult; to talk over; to discuss,5
商品,,shāng pǐn,commodity; goods; merchandise,5
商人,,shāng rén,merchant; businessman,5
商务,,shāng wù,commercial affairs; commercial; commerce; business,5
商业,,shāng yè,business; trade; commerce,5
赏,,shǎng,to bestow (a reward); to give (to an inferior); to hand down; a reward (bestowed by a superior); to appreciate (beauty),5
上,,shǎng,used in 上声,5
上班,,shàng bān,to go to work; to be on duty; to start work; to go to the office,5
上边,,shàng bian,the top; above; overhead; upwards; the top margin; above-mentioned; those higher up,5
上车,,shàng chē,"to get on or into (a bus, train, car etc)",5
上次,,shàng cì,last time,5
上个月,,shàng gè yuè,last month,5
上级,,shàng jí,higher authorities; superiors,5
上课,,shàng kè,to go to class; to attend class; to go to teach a class,5
上来,,shàng lái,to come up; to approach; (verb complement indicating success),5
上楼,,shàng lóu,to go upstairs,5
上门,,shàng mén,"to drop in; to visit; to lock a door; (of a shop) to close; to go and live with one's wife's family, in effect becoming a member of her family",5
上面,,shàng miàn,on top of; above-mentioned; also pr. [shàng mian],5
上去,,shàng qù,to go up,5
上升,,shàng shēng,to rise; to go up; to ascend,5
上网,,shàng wǎng,"to go online; to connect to the Internet; (of a document etc) to be uploaded to the Internet; (tennis, volleyball etc) to move in close to the net",5
上午,,shàng wǔ,morning,5
上下,,shàng xià,up and down; top and bottom; old and young; length; about,5
上学,,shàng xué,to go to school; to attend school,5
上衣,,shàng yī,jacket; upper outer garment,5
上涨,,shàng zhǎng,to rise; to go up,5
上周,,shàng zhōu,last week,5
烧,,shāo,"to burn; to cook; to stew; to bake; to roast; to heat; to boil (tea, water etc); fever; to run a temperature; (coll.) to let things go to one's head",5
稍,,shāo,somewhat; a little,5
稍微,,shāo wēi,a little bit,5
少,,shǎo,few; less; to lack; to be missing; to stop (doing sth); seldom,5
少年,,shào nián,early youth; youngster; (literary) youth; young man,5
少数,,shǎo shù,small number; few; minority,5
蛇,,shé,variant of 蛇,5
舍不得,,shě bu de,to hate to do sth; to hate to part with; to begrudge,5
舍得,,shě de,to be willing to part with sth,5
设备,,shè bèi,equipment; facilities; installations,5
设计,,shè jì,to design; to plan; design; plan,5
设立,,shè lì,to set up; to establish,5
设施,,shè shī,facilities; installation,5
设想,,shè xiǎng,to imagine; to assume; to envisage; tentative plan; to have consideration for,5
设置,,shè zhì,to set up; to install,5
社,,shè,(bound form) society; organization; agency; (old) god of the land,5
社会,,shè huì,society,5
社区,,shè qū,community; neighborhood,5
射,,shè,old variant of 射,5
射击,,shè jī,to shoot; to fire (a gun),5
摄像,,shè xiàng,to videotape,5
摄像机,,shè xiàng jī,video camera,5
摄影,,shè yǐng,to take a photograph; photography; to shoot (a movie),5
摄影师,,shè yǐng shī,photographer; cameraman,5
申请,,shēn qǐng,to apply for sth; application form,5
伸,,shēn,to stretch; to extend,5
身边,,shēn biān,at one's side; on hand,5
身材,,shēn cái,stature; build (height and weight); figure,5
身份,,shēn fèn,"identity; aspect of one's identity (i.e. sth that one is – mayor, father, permanent resident etc); role; capacity (as in ""in his capacity as a ..."" 以…份); status (social, legal etc); position; rank",5
身份证,,shēn fèn zhèng,identity card; ID,5
身高,,shēn gāo,(a person's) height,5
身上,,shēn shang,on the body; at hand; among,5
身体,,shēn tǐ,the body; one's health; in person,5
深,,shēn,old variant of 深,5
深处,,shēn chù,abyss; depths; deepest or most distant part,5
深度,,shēn dù,depth; (of a speech etc) profundity; advanced stage of development,5
深厚,,shēn hòu,deep; profound,5
深刻,,shēn kè,profound; deep; deep-going,5
深入,,shēn rù,to penetrate deeply; thorough,5
什么,,shén me,what?; something; anything,5
什么样,,shén me yàng,what kind?; what sort?,5
甚至,,shèn zhì,even; so much so that,5
神,,Shén,God; abbr. for 舟,5
神话,,shén huà,legend; fairy tale; myth; mythology,5
神经,,shén jīng,nerve; mental state; (coll.) unhinged; nutjob,5
神秘,,shén mì,mysterious; mystery,5
神奇,,shén qí,magical; mystical; miraculous,5
神情,,shén qíng,look; expression,5
升,,shēng,to ascend; to rise to the rank of; to promote; to hoist; liter; measure for dry grain equal to one-tenth dou 斗,5
升高,,shēng gāo,to raise; to ascend,5
生,,shēng,to be born; to give birth; life; to grow; raw; uncooked; student,5
生病,,shēng bìng,to fall ill,5
生产,,shēng chǎn,to produce; to manufacture; to give birth to a child,5
生成,,shēng chéng,to generate; to produce; to form; to be formed; to come into being; to be born with; to be blessed with,5
生词,,shēng cí,new word (in textbook); word that is unfamiliar or not yet studied,5
生存,,shēng cún,to exist; to survive,5
生动,,shēng dòng,vivid; lively,5
生活,,shēng huó,to live; life; livelihood,5
生命,,shēng mìng,life (as the characteristic of living beings); living being; creature,5
生气,,shēng qì,to get angry; to take offense; angry; vitality; liveliness,5
生日,,shēng rì,birthday,5
生意,,shēng yì,life force; vitality,5
生长,,shēng zhǎng,to grow; to grow up; to be brought up,5
声,,shēng,sound; voice; tone; noise; reputation; classifier for sounds,5
声明,,shēng míng,to state; to declare; statement; declaration,5
声音,,shēng yīn,voice; sound,5
省,,shěng,to save; to economize; to be frugal; to omit; to delete; to leave out; province; provincial capital; a ministry (of the Japanese government),5
胜,,shèng,victory; success; to beat; to defeat; to surpass; victorious; superior to; to get the better of; better than; surpassing; superb (of vista); beautiful (scenery); wonderful (view); (Taiwan pr. [shēng]) able to bear; equal to (a task),5
胜负,,shèng fù,victory or defeat; the outcome of a battle,5
胜利,,shèng lì,victory,5
剩,,shèng,to remain; to be left; to have as remainder,5
